player_id,player_name,club_team,intl_team,club_minutes,intl_minutes,club_n_contexts,intl_n_contexts,club_per90_vaep,intl_per90_vaep,delta_per90_vaep,club_joi_top5_sum,intl_joi_top5_sum,delta_joi_top5_sum,club_centrality_eigen,intl_centrality_eigen,delta_centrality_eigen,club_embeddedness,intl_embeddedness,delta_embeddedness,career_familiarity_with_intl_squadmates
2995,Ángel Fabián Di María Hernández,Paris Saint-Germain,Argentina,1372.6166666666668,873.2833333333333,1,3,0.31774754486202883,0.30334897654058873,-0.014398568321440097,0.48436892778462554,0.2244423857127396,-0.2599265420718859,0.22439728280370305,0.15017811689123073,-0.07421916591247232,1.3030740238306269,0.7896697389643788,-0.5134042848662481,10985.0
2999,Presnel Kimpembe,Paris Saint-Germain,France,2407.4666666666667,360.0,2,1,0.07897706010557744,-0.10884270524683745,-0.1878197653524149,0.07697923181450576,0.03943109086445203,-0.03754814095005373,0.22936064194262656,0.4151418095205942,0.18578116757796764,1.418905041294378,0.9451301841931272,-0.4737748571012508,6002.0
3009,Kylian Mbappé Lottin,Paris Saint-Germain,France,4351.35,1924.9166666666665,2,4,0.8095483646835699,0.446895631006059,-0.36265273367751094,1.0515275083498128,0.3962105901159658,-0.655316918233847,0.2368033731732765,0.2432868639353931,0.0064834907621166005,0.929939119841152,0.23563898032971858,-0.6943001395114334,22681.0
3166,Marco Verratti,Paris Saint-Germain,Italy,3352.7166666666667,399.3833333333333,2,1,0.1516064889267114,0.13920711189268223,-0.012399377034029185,0.31031219880782673,0.27086378614191914,-0.039448412665907595,0.37441593755572744,0.39482257476571586,0.02040663720998842,1.4026267403840207,0.34609634175422666,-1.056530398629794,7735.0
3248,Hamari Traoré,Rennes,Mali,180.0,478.23333333333335,1,1,0.14973001241742168,0.3053750382670145,0.15564502584959283,0.015166103478350124,0.49169198809184517,0.47652588461349504,0.3806565228065662,0.4077594517529712,0.02710292894640498,0.015286428629970032,-0.5558851853122083,-0.5711716139421783,3882.0
3436,Idrissa Gana Gueye,Paris Saint-Germain,Senegal,1344.9,545.1333333333333,1,2,0.11176296109143546,0.048330917870089696,-0.06343204322134577,0.08503523046419614,0.18115198227802123,0.09611675181382509,0.26375290936442997,0.363808024728141,0.10005511536371103,2.1068289279988286,-0.20936475143396654,-2.316193679432795,4773.0
3567,Georginio Wijnaldum,Paris Saint-Germain,Netherlands,919.65,360.0,1,1,0.06175174958435197,0.6748866865327727,0.6131349369484208,0.3371764027570305,0.6567886055263303,0.31961220276929986,0.09184147752833838,0.19311856543818884,0.10127708790985046,1.304912833023703,2.1027317161252888,0.7978188831015858,3411.0
3960,José Miguel da Rocha Fonte,Lille,Portugal,180.0,360.0,1,1,0.11292059357219841,0.09052746187080629,-0.02239313170139212,-0.06683046706201369,0.0510485846566204,0.11787905171863408,0.3120726243147628,0.31394215559086336,0.0018695312761005667,0.08017835918848808,0.8398129778072538,0.7596346186187658,3235.0
4320,Neymar da Silva Santos Junior,Paris Saint-Germain,Brazil,2786.45,699.4333333333334,2,2,0.5588723376809076,0.4247068864128514,-0.13416545126805618,0.5479239998701355,0.27740380514123647,-0.27052019472889904,0.22787711627410626,0.3288831161678915,0.10100599989378525,1.97386452392078,0.21624763239478895,-1.7576168915259909,10132.0
4372,Marcos Aoás Corrêa,Paris Saint-Germain,Brazil,4318.55,771.6,2,2,0.07475812656894519,0.025852940052222197,-0.048905186516722994,0.13371054689904538,0.06255465969803148,-0.0711558872010139,0.32721447960444,0.46542171716323993,0.13820723755879993,1.26646999344721,0.40555630884723737,-0.8609136845999725,9932.0
5245,Achraf Hakimi Mouh,Paris Saint-Germain,Morocco,3629.55,1261.6333333333332,2,3,0.28098676301278114,0.11331259479045887,-0.16767416822232228,0.3532589819453337,0.2143592158645186,-0.13889976608081514,0.2528982795704934,0.4440409234322427,0.19114264386174934,2.1279039211420816,0.1896062193747244,-1.9382977017673573,12665.0
6307,Duje Ćaleta-Car,Marseille,Croatia,182.5,180.0,1,1,0.5348410938861652,-0.0016984575013339054,-0.5365395513874991,0.37406389365021725,0.024894142406992614,-0.34916975124322464,0.3060624772659593,0.1694754865537271,-0.1365869907122322,0.07135869432764289,0.8007193577102054,0.7293606633825626,2276.0
7036,Gianluigi Donnarumma,Paris Saint-Germain,Italy,4040.0833333333335,988.85,2,2,-0.08033633887964714,-0.10291238447064557,-0.022576045590998434,0.008325867872353263,0.023562760987255973,0.01523689311490271,0.07846630617222529,0.14172275803302073,0.06325645186079544,2.4801527046430683,0.42394472176300313,-2.056207982880065,12471.0
7426,Jean-Charles Castelletto,Nantes,Cameroon,180.0,540.0,1,2,0.050755793279677164,0.4802856593062946,0.4295298660266174,0.06155040416074805,0.3389444011692501,0.2773939970085021,0.13188448814390305,0.3773793510016446,0.24549486285774155,0.03449971967515477,0.10445407164395935,0.06995435196880459,4594.0
7791,Seko Fofana,Lens,Côte d'Ivoire,180.0,602.1166666666667,1,1,0.6955735031224322,0.14905374096981638,-0.5465197621526158,0.0724701799508396,0.4705859591128808,0.3981157791620412,0.4774121821765739,0.29924275123213606,-0.17816943094443782,-0.13750991110528699,0.44232271985388033,0.5798326309591673,6698.0
8553,Abdou Diallo,Paris Saint-Germain,Senegal,351.56666666666666,596.1333333333333,1,2,0.09547893352379694,0.004498337262591922,-0.09098059626120501,0.02163480610547544,0.030029600595648534,0.008394794490173094,0.05458564147261922,0.356605285223927,0.30201964375130774,1.347930180670505,0.593725860835354,-0.7542043198351511,6390.0
8854,Wout Faes,Stade de Reims,Belgium,180.0,360.0,1,1,-0.018602749663841678,0.1492332726047607,0.1678360222686024,-0.04034434089458605,0.03800281747094343,0.07834715836552948,0.2661322395180597,0.4755510182611724,0.2094187787431127,0.012318012698361762,1.2756284619851108,1.263310449286749,3027.0
10349,Mehmet Zeki Çelik,Lille,Turkey,180.0,270.0,1,1,-0.16828353318487643,0.07906237235389806,0.2473459055387745,0.021793764599108385,0.04807738869349197,0.026283624094383586,0.3565992094174294,0.3225982465190966,-0.03400096289833282,-0.09707010413375608,-0.27984176194304283,-0.18277165780928675,1693.0
11820,Kevin Danso,Lens,Austria,180.0,211.63333333333333,1,1,0.06652323254820658,0.1107268289633725,0.04420359641516593,0.011116065138472834,0.014692122956345425,0.0035760578178725914,0.16324146045937252,0.348447732613861,0.1852062721544885,-0.04958212170087828,0.2849167330751705,0.3344988547760488,1647.0
12149,Nayef Aguerd,Rennes,Morocco,180.0,714.0,1,2,0.12898691249574767,0.05424113612169079,-0.07474577637405688,0.021862931612304237,0.03881633053821362,0.016953398925909385,0.2741138243293922,0.35694383256264317,0.08283000823325098,-0.05996886669361629,0.3571008554048183,0.41706972209843457,7385.0
13621,Danilo Luís Hélio Pereira,Paris Saint-Germain,Portugal,3437.8,237.2,2,1,0.1971637438425521,0.011204795464283384,-0.18595894837826873,0.1529518166401171,0.10038474933415002,-0.052567067305967066,0.2788190767852678,0.220824711999479,-0.05799436478578879,1.6560632969361635,0.15241380505322336,-1.5036494918829402,3522.0
15731,Predrag Rajković,Stade de Reims,Serbia,180.0,270.0,1,1,-0.13594884664053097,-0.23757646176575994,-0.10162761512522897,-0.04003622019750609,-0.03056102806546452,0.009475192132041572,0.14250182751282398,0.1762695879479284,0.03376776043510443,0.011701771304201842,-0.014011474230233866,-0.025713245534435707,1901.0
